Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Tuesday, June 15, 2021",silver earring,Studs,Silver,5.0,55.0,,,,55.0,Male,58.0,Regular,4.4
"Tuesday, June 15, 2021",silver x 6 gp,Custom Fronts,Silver,74.0,20.0,92.75,,,112.75,Male,64.0,Regular,4.9
"Tuesday, June 15, 2021",st st ring x2,Ring,St. Steel,3.0,,75.0,,,75.0,Female,22.0,Rare,3.9
"Tuesday, June 15, 2021",ring,Ring,St. Steel,3.0,,75.0,,,75.0,Female,23.0,Occasional,4.6
"Tuesday, June 15, 2021",repiar,Custom Repairs,,,,10.0,,,10.0,Male,26.0,Regular,3.4
"Tuesday, June 15, 2021",silver chain and charm,Chain and Charm,Silver,58.0,,160.0,,,160.0,Male,44.0,Occasional,3.4
"Wednesday, June 16, 2021",teeth pick up,Custom Fronts,10k Gold,,70.0,,,,70.0,Male,57.0,Occasional,4.3
"Wednesday, June 16, 2021",tennis chain,Chain,FJ,17.0,180.0,,,,180.0,Male,43.0,Occasional,4.6
"Wednesday, June 16, 2021",invicta mens,Watch,Invicta,100.0,185.0,,,,185.0,Others,54.0,Regular,4.4
"Wednesday, June 16, 2021",name letter charm,Custom Name Necklace,10k Gold,115.0,,265.0,,,265.0,Male,37.0,Regular,4.7
"Wednesday, June 16, 2021",silver chain and charm,Chain and Charm,Silver,30.0,,115.0,,,115.0,Male,18.0,Occasional,4.4
"Wednesday, June 16, 2021",silver bracelet,Bracelet,Silver,20.0,,115.0,,,115.0,Female,50.0,Regular,3.3
"Wednesday, June 16, 2021",silver bracelet,Bracelet,Silver,30.0,,141.0,,,141.0,Male,54.0,Regular,4.2
"Wednesday, June 16, 2021",silver chain and charm,Chain and Charm,Silver,20.0,,130.0,,,130.0,Others,45.0,Occasional,4.1
"Wednesday, June 16, 2021",silver charm,Charm,Silver,40.0,,125.0,,,125.0,Male,59.0,Rare,3.5
"Thursday, June 17, 2021",silver chain,Chain,Silver,8.0,,42.38,,,42.38,Female,31.0,Regular,3.6
"Thursday, June 17, 2021",silver charm,Charm,Silver,30.0,100.0,,,,100.0,Female,54.0,Occasional,4.9
"Thursday, June 17, 2021",silver chain,Chain,Silver,32.0,,147.34,,,147.34,Male,70.0,Occasional,4.2
"Thursday, June 17, 2021",10k gold chain and charm,Chain and Charm,10k Gold,172.8,100.0,271.0,,,371.0,Male,53.0,Occasional,3.9
"Thursday, June 17, 2021",silver fronts,Custom Fronts,Silver,66.0,,174.9,,,174.9,Male,24.0,Regular,4.7
"Friday, June 18, 2021",steel ring,Ring,St. Steel,3.0,,65.0,,,65.0,Male,34.0,Regular,3.7
"Friday, June 18, 2021",10k rope chain,Chain and Charm,10k Gold,147.2,,318.0,,,318.0,Male,53.0,Regular,4.1
"Friday, June 18, 2021",silver ring,Ring,Silver,14.0,,132.5,,,132.5,Female,46.0,Regular,4.5
"Friday, June 18, 2021",fj chain,Chain,FJ,80.0,,391.1,,,391.1,Female,47.0,Regular,3.8
"Friday, June 18, 2021",jewelery repiar,Custom Repairs,,,20.0,,,,20.0,Female,49.0,Regular,4.8
"Friday, June 18, 2021",14k earring,Studs,14k Gold,17.0,53.0,,,,53.0,Female,65.0,Regular,4.5
"Friday, June 18, 2021",fj charm,Charm,FJ,19.0,106.0,,,,106.0,Female,60.0,Regular,4.7
"Friday, June 18, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Male,34.0,Occasional,4.9
"Friday, June 18, 2021",silver chain and charm,Chain and Charm,Silver,,,50.0,,,50.0,Female,36.0,Regular,4.0
"Friday, June 18, 2021",st steel ball chain,Chain,St. Steel,,,47.7,,,47.7,Female,33.0,Occasional,3.9
"Friday, June 18, 2021",10k gold rope chain,Chain,10k Gold,115.2,201.0,,,,201.0,Female,50.0,Regular,3.9
"Friday, June 18, 2021",silver chain,Chain,Silver,19.35,,94.34,,,94.34,Male,42.0,Regular,4.1
"Friday, June 18, 2021",14k studs,Studs,14k Gold,15.0,,68.9,,,68.9,Male,70.0,Occasional,3.5
"Friday, June 18, 2021",anklet,Anklet,Silver,20.0,80.0,,,,80.0,Male,59.0,Occasional,4.1
"Friday, June 18, 2021",silver chain and charm,Chain and Charm,Silver,22.0,,200.34,,,200.34,Male,21.0,Regular,3.5
"Friday, June 18, 2021",fj watch,Watch,FJ,12.0,,80.0,,,80.0,Male,42.0,Regular,4.7
"Friday, June 18, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,46.0,Regular,4.0
"Saturday, June 19, 2021",citizen watch,Watch,Citizen,148.5,371.0,,,,371.0,Female,33.0,Regular,4.1
"Saturday, June 19, 2021",10k gold charm,Charm,10k Gold,64.0,,120.0,,,120.0,Male,38.0,Regular,3.5
"Saturday, June 19, 2021",silver studs,Studs,Silver,6.0,,39.0,,,39.0,Female,19.0,Rare,3.6
"Saturday, June 19, 2021",10k gold bracelet,Bracelet,10k Gold,51.2,,108.54,,,108.54,Female,70.0,Occasional,4.5
"Saturday, June 19, 2021",invicta watch,Watch,Invicta,100.0,,200.0,,,200.0,Others,23.0,Occasional,4.2
"Saturday, June 19, 2021",invicta watch,Watch,Invicta,80.0,,171.0,,,171.0,Female,29.0,Occasional,4.0
"Saturday, June 19, 2021",tennis chain and charm,Chain and Charm,FJ,50.0,,371.0,,,371.0,Female,25.0,Occasional,3.3
"Saturday, June 19, 2021",14kk sstuds,Studs,14k Gold,20.0,95.0,,,,95.0,Male,18.0,Occasional,4.2
"Saturday, June 19, 2021",st st bracelet,Bracelet,St. Steel,10.0,75.0,,,,75.0,Male,42.0,Regular,4.2
"Saturday, June 19, 2021",bracelet,Bracelet,St. Steel,5.0,75.0,,,,75.0,Male,37.0,Occasional,3.3
"Saturday, June 19, 2021",diacharm,Charm,Gold/Diamond,100.0,,400.0,,,400.0,Male,19.0,Rare,4.2
"Saturday, June 19, 2021",chain,Chain,10k Gold,100.0,,200.0,,,200.0,Female,33.0,Regular,4.4
"Saturday, June 19, 2021",invicta watch,Watch,Invicta,100.0,,306.34,,,306.34,Male,20.0,Regular,3.3
"Saturday, June 19, 2021",10k chain and charm,Chain and Charm,10k Gold,84.0,,200.0,,,200.0,Female,44.0,Regular,4.6
"Saturday, June 19, 2021",silver studs,Studs,Silver,3.0,,12.0,,,12.0,Female,42.0,Occasional,3.4
"Saturday, June 19, 2021",10k gold chain and charm,Chain and Charm,10k Gold,217.6,375.0,,,,375.0,Male,65.0,Occasional,3.8
"Saturday, June 19, 2021",silver ring,Ring,Silver,20.0,100.0,,,,100.0,Male,36.0,Regular,4.6
"Saturday, June 19, 2021",silver ring,Ring,Silver,32.0,159.0,,,,159.0,Others,68.0,Occasional,4.5
"Saturday, June 19, 2021",silver studs,Studs,Silver,3.0,,45.0,,,45.0,Female,29.0,Regular,3.5
"Saturday, June 19, 2021",silver studs,Studs,Silver,5.0,,40.0,,,40.0,Female,23.0,Regular,4.7
"Sunday, June 20, 2021",fj chain,Chain,FJ,140.0,360.0,,,,360.0,Male,50.0,Occasional,3.5
"Sunday, June 20, 2021",fj chain,Chain,FJ,,,155.0,,,155.0,Female,19.0,Occasional,3.6
"Sunday, June 20, 2021",10k name hoop,Hoops,10k Gold,96.0,60.0,,,,60.0,Others,56.0,Occasional,4.8
"Sunday, June 20, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,42.0,Occasional,3.3
"Monday, June 21, 2021",silver bracelet,Bracelet,Silver,40.0,,160.0,,,160.0,Male,59.0,Occasional,4.3
"Monday, June 21, 2021",fj watch,Watch,FJ,12.0,60.0,,,,60.0,Female,61.0,Regular,4.0
"Monday, June 21, 2021",10k gold chain,Chain,10k Gold,121.0,,230.0,,,230.0,Male,20.0,Occasional,4.5
"Monday, June 21, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,41.0,Regular,4.3
"Monday, June 21, 2021",repiar,Custom Repairs,,,20.0,,,,20.0,Female,21.0,Regular,3.7
"Monday, June 21, 2021",10k gold chain and charm on layawaey,Chain and Charm,10k Gold,,100.0,,,,100.0,Female,69.0,Occasional,3.6
"Monday, June 21, 2021",fronts pick up,Custom Fronts,10k Gold,,,178.0,,,178.0,Male,49.0,Occasional,5.0
"Monday, June 21, 2021",fj chain and charm,Chain and Charm,FJ,45.0,,235.0,,,235.0,Female,58.0,Regular,3.8
"Monday, June 21, 2021",silver chain and charm on layaway,Chain and Charm,Silver,,20.0,,,,20.0,Others,22.0,Occasional,3.6
"Tuesday, June 22, 2021",fronts pick up,Custom Fronts,Silver,,100.0,,,,100.0,Others,54.0,Regular,4.5
"Tuesday, June 22, 2021",watch repiar,Custom Repairs,,,32.0,,,,32.0,Male,51.0,Rare,3.9
"Tuesday, June 22, 2021",silver chain and charm,Chain and Charm,Silver,78.12,307.0,,,,307.0,Female,67.0,Occasional,3.8
"Tuesday, June 22, 2021",silver chain and charm,Chain and Charm,Silver,142.2,,100.0,,,100.0,Male,28.0,Rare,4.9
"Tuesday, June 22, 2021",silver pendant letter a,Charm,Silver,8.6,,95.0,,,95.0,Female,27.0,Occasional,3.7
"Tuesday, June 22, 2021",silver bracelet,Bracelet,Silver,52.0,,400.0,,,400.0,Male,32.0,Regular,3.3
"Tuesday, June 22, 2021",silver earring,Studs,Silver,3.6,,20.0,,,20.0,Male,22.0,Occasional,3.7
"Wednesday, June 23, 2021",fj chain,Chain,FJ,58.0,,296.0,,,296.0,Male,45.0,Regular,3.9
"Wednesday, June 23, 2021",fj pendent,Charm,FJ,50.0,,296.54,,,296.54,Male,51.0,Regular,4.3
"Wednesday, June 23, 2021",silver chain and charm,Chain and Charm,Silver,46.0,130.0,9.0,,,139.0,Female,49.0,Regular,4.0
"Wednesday, June 23, 2021",silver studs,Studs,Silver,3.0,20.0,,,,20.0,Female,28.0,Regular,4.1
"Wednesday, June 23, 2021",silver chain and charm,Chain and Charm,Silver,5.0,,189.75,,,189.75,Female,29.0,Regular,4.6
"Wednesday, June 23, 2021",tungstung ring,Ring,Tungsten,10.0,64.0,,,,64.0,Male,30.0,Regular,3.6
"Thursday, June 24, 2021",addmoney on layaway,Chain and Charm,FJ,,50.0,,,,50.0,Female,40.0,Regular,4.5
"Thursday, June 24, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,39.0,Occasional,4.9
"Thursday, June 24, 2021",fj watch,Watch,FJ,10.0,,79.5,,,79.5,Male,59.0,Regular,3.4
"Thursday, June 24, 2021",fronts x 6,Custom Fronts,10k Gold,204.0,200.0,,,,200.0,Male,35.0,Regular,3.7
"Thursday, June 24, 2021",silver ring,Ring,Silver,20.0,,116.6,,,116.6,Male,62.0,Occasional,3.6
"Thursday, June 24, 2021",silver chain and charm,Chain and Charm,Silver,20.0,100.0,6.0,,,106.0,Male,66.0,Regular,4.0
"Thursday, June 24, 2021",silver chain and,Chain and Charm,Silver,20.0,100.0,6.0,,,106.0,Female,22.0,Occasional,3.4
"Thursday, June 24, 2021",fronts x 6,Custom Fronts,Silver,74.0,190.0,,,,190.0,Female,61.0,Rare,3.9
"Thursday, June 24, 2021",fronts pick up,Custom Fronts,10k Gold,,,115.0,,,115.0,Female,30.0,Regular,3.5
"Thursday, June 24, 2021",fj charm,Charm,FJ,,,159.0,,,159.0,Female,56.0,Regular,3.9
"Friday, June 25, 2021",silver hoops,Studs,Silver,18.8,,201.0,,,201.0,Female,50.0,Regular,4.0
"Friday, June 25, 2021",silver anklet,Anklet,Silver,13.0,,79.5,,,79.5,Male,37.0,Rare,3.5
"Friday, June 25, 2021",repair,Custom Repairs,,,,31.8,,,31.8,Male,18.0,Regular,4.0
"Friday, June 25, 2021",citizen watch,Watch,Citizen,118.5,318.0,,,,318.0,Female,37.0,Occasional,3.9
"Friday, June 25, 2021",tungstung,Ring,Tungsten,20.0,85.0,,,,85.0,Female,44.0,Regular,3.9
"Friday, June 25, 2021",pandoras charm,Charm,Silver,20.0,,120.0,,,120.0,Others,43.0,Regular,4.1
"Friday, June 25, 2021",ancklet,Anklet,Silver,15.0,,120.0,,,120.0,Male,58.0,Regular,3.6
"Friday, June 25, 2021",tennis chain and charm,Chain and Charm,FJ,40.0,,300.0,,,300.0,Female,41.0,Occasional,4.1
"Friday, June 25, 2021",silver gp chain,Chain,Silver,80.0,,300.0,,,300.0,Others,34.0,Occasional,3.4
"Friday, June 25, 2021",silver bamboo chain,Hoops,Silver,30.0,94.0,,,,94.0,Female,59.0,Regular,3.3
"Friday, June 25, 2021",ice watch,Watch,FJ,10.0,,94.34,,,94.34,Male,45.0,Regular,3.5
"Friday, June 25, 2021",fj chain,Chain,FJ,150.0,445.0,,,,445.0,Male,45.0,Occasional,3.8
"Friday, June 25, 2021",tungstung ring,Ring,Tungsten,18.0,,148.4,,,148.4,Male,47.0,Occasional,3.5
"Saturday, June 26, 2021",silver chain and charm,Chain and Charm,Silver,20.0,,112.0,,,112.0,Male,35.0,Occasional,4.5
"Saturday, June 26, 2021",tungsten ring,Ring,Tungsten,18.0,,100.0,,,100.0,Male,64.0,Occasional,4.1
"Saturday, June 26, 2021",silver stds,Studs,Silver,4.0,31.0,,,,31.0,Female,25.0,Regular,4.9
"Saturday, June 26, 2021",14k pendant,Chain and Charm,14k Gold,84.0,,185.5,,,185.5,Male,31.0,Occasional,4.6
"Saturday, June 26, 2021",silver fronts,Custom Fronts,Silver,44.0,,179.0,,,179.0,Female,51.0,Regular,4.9
"Saturday, June 26, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Female,20.0,Regular,3.8
"Saturday, June 26, 2021",silver chain and charm,Chain and Charm,Silver,25.0,,168.54,,,168.54,Others,39.0,Occasional,3.5
"Saturday, June 26, 2021",number chain,Chain,Silver,45.0,,189.74,,,189.74,Male,34.0,Regular,4.4
"Saturday, June 26, 2021",fj chain and charm,Chain and Charm,FJ,46.0,,264.99,,,264.99,Male,56.0,Occasional,4.9
"Saturday, June 26, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,59.0,Regular,3.8
"Saturday, June 26, 2021",gold chain,Chain,10k Gold,150.4,,275.6,,,275.6,Male,64.0,Rare,3.8
"Saturday, June 26, 2021",fj chain and charm,Chain and Charm,FJ,140.0,,10.0,604.2,,614.2,Female,69.0,Regular,3.6
"Sunday, June 27, 2021",layway pick up,Chain and Charm,Silver,,,149.6,,,149.6,Others,62.0,Occasional,3.8
"Sunday, June 27, 2021",14k gols,Chain,14k Gold,184.8,,318.0,,,318.0,Others,19.0,Regular,5.0
"Sunday, June 27, 2021",tungsten ring,Ring,Tungsten,,50.0,,,,50.0,Male,52.0,Occasional,4.2
"Monday, June 28, 2021",fronts pick up,Custom Fronts,Silver,,,92.75,,,92.75,Others,43.0,Rare,4.9
"Monday, June 28, 2021",watch repiar,Custom Repairs,,,,31.8,,,31.8,Female,28.0,Occasional,4.4
"Monday, June 28, 2021",14k studs,Studs,14k Gold,10.0,,31.8,,,31.8,Male,55.0,Regular,3.7
"Monday, June 28, 2021",tungsten ring,Ring,Tungsten,15.0,,63.6,,,63.6,Male,47.0,Regular,3.7
"Monday, June 28, 2021",ring,Custom Repairs,St. Steel,8.0,,63.6,,,63.6,Male,40.0,Occasional,4.9
"Monday, June 28, 2021",repiar,Custom Repairs,,,30.0,,,,30.0,Male,38.0,Occasional,4.3
"Monday, June 28, 2021",invicta watch,Watch,Invicta,350.0,,942.34,,,942.34,Male,36.0,Regular,4.0
"Tuesday, June 29, 2021",tennis chain,Chain,FJ,17.0,10.0,74.8,,,84.8,Male,25.0,Occasional,4.2
"Tuesday, June 29, 2021",cleaning,Custom Repairs,,,10.0,,,,10.0,Male,49.0,Regular,4.8
"Tuesday, June 29, 2021",silver chain and char,Chain and Charm,Silver,20.0,,143.1,,,143.1,Female,46.0,Regular,4.8
"Tuesday, June 29, 2021",fronts pick up,Custom Fronts,10k Gold,,139.0,,,,139.0,Male,36.0,Rare,3.4
"Tuesday, June 29, 2021",10k bracelet,Bracelet,10k Gold,77.0,,285.14,,,285.14,Male,53.0,Regular,4.9
"Tuesday, June 29, 2021",silver chain and char,Chain,Silver,24.0,,68.9,,,68.9,Male,51.0,Regular,4.3
"Wednesday, June 30, 2021",repiar,Custom Repairs,,,25.0,,,,25.0,Male,34.0,Regular,4.2
"Wednesday, June 30, 2021",fj chain,Chain,FJ,80.0,,200.0,,,200.0,Female,59.0,Regular,4.4
"Thursday, July 1, 2021",boluva watch,Watch,Boluva,178.0,,500.0,,,500.0,Female,31.0,Occasional,4.0
"Thursday, July 1, 2021",10k gold chain and char m,Chain and Charm,10k Gold,160.0,,265.0,,,265.0,Male,61.0,Regular,3.8
"Thursday, July 1, 2021",repiar,Custom Repairs,,,25.0,,,,25.0,Female,60.0,Regular,4.9
"Friday, July 2, 2021",silver ring,Ring,Silver,10.0,,137.8,,,137.8,Male,34.0,Occasional,3.5
"Friday, July 2, 2021",10k gold bracelet,Bracelet,10k Gold,227.2,,477.0,,,477.0,Male,34.0,Regular,4.7
"Friday, July 2, 2021",cuban chain,Chain,FJ,80.0,200.0,,,,200.0,Female,47.0,Regular,4.2
"Friday, July 2, 2021",silver ring,Ring,Silver,20.0,120.0,,,,120.0,Female,55.0,Regular,4.7
"Friday, July 2, 2021",repiar,Custom Repairs,,,20.0,,,,20.0,Male,64.0,Regular,3.6
"Friday, July 2, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Male,21.0,Regular,4.4
"Friday, July 2, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Male,65.0,Regular,3.4
"Friday, July 2, 2021",silver studs,Studs,Silver,5.0,18.0,,,,18.0,Female,31.0,Regular,3.9
"Friday, July 2, 2021",gold studs,Studs,10k Gold,12.0,48.0,,,,48.0,Male,62.0,Rare,3.5
"Saturday, July 3, 2021",silver studs,Studs,Silver,3.0,20.0,,,,20.0,Male,25.0,Occasional,3.5
"Saturday, July 3, 2021",repiar,,,,10.0,,,,10.0,Male,50.0,Regular,4.3
"Saturday, July 3, 2021",10k gold chain and chain,Chain and Charm,10k Gold,128.0,,275.5,,,275.5,Others,30.0,Occasional,4.6
"Saturday, July 3, 2021",10k gold chain and charm,Chain and Charm,10k Gold,153.6,,338.14,,,338.14,Male,53.0,Regular,4.8
"Saturday, July 3, 2021",diamond test,Custom Repairs,,,10.0,,,,10.0,Female,48.0,Occasional,3.6
"Saturday, July 3, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,68.0,Regular,4.7
"Saturday, July 3, 2021",14k studs,Studs,14k Gold,15.0,45.0,,,,45.0,Male,38.0,Regular,4.0
"Saturday, July 3, 2021",fj chain,Chain,FJ,75.0,,151.4,,,151.4,Male,57.0,Regular,4.5
"Saturday, July 3, 2021",fj ring,Ring,FJ,5.0,,50.0,,,50.0,Male,40.0,Regular,3.4
"Saturday, July 3, 2021",10k chain and charm,Chain and Charm,10k Gold,124.8,215.0,,,,215.0,Female,56.0,Regular,4.2
"Sunday, July 4, 2021",14k gold bracelet,Bracelet,14k Gold,134.4,,302.0,,,302.0,Female,46.0,Regular,4.2
"Sunday, July 4, 2021",silver ring,Ring,Silver,10.0,,189.7,,,189.7,Male,42.0,Occasional,4.8
"Monday, July 5, 2021",10k gold chain,Chain,10k Gold,22.4,,78.9,,,78.9,Male,35.0,Occasional,4.5
"Monday, July 5, 2021",10k gold hoop,Hoops,10k Gold,41.6,,116.6,,,116.6,Others,41.0,Rare,3.9
"Monday, July 5, 2021",st st ring,Ring,St. Steel,,,74.2,,,74.2,Male,52.0,Regular,4.2
"Monday, July 5, 2021",repiar,Custom Repairs,,,60.0,,,,60.0,Female,31.0,Regular,4.7
"Monday, July 5, 2021",10k gold chain and charm,Chain and Charm,10k Gold,412.8,436.0,200.0,,,636.0,Female,68.0,Regular,4.1
"Monday, July 5, 2021",silver ring,Ring,Silver,25.0,,201.4,,,201.4,Female,26.0,Occasional,4.1
"Monday, July 5, 2021",silver ring,Ring,Silver,30.0,55.0,74.2,,,129.2,Male,39.0,Regular,3.9
"Tuesday, July 6, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Female,64.0,Regular,3.6
"Tuesday, July 6, 2021",diamond charm,Charm,Gold/Diamond,309.0,,660.0,,,660.0,Female,44.0,Regular,4.6
"Tuesday, July 6, 2021",10k bracelet,Bracelet,10k Gold,3.2,80.0,,,,80.0,Female,33.0,Regular,4.3
"Tuesday, July 6, 2021",repiar,Custom Repairs,,,40.0,,,,40.0,Male,56.0,Occasional,4.6
"Tuesday, July 6, 2021",tugustomg ring,Custom Repairs,Tungsten,12.0,85.0,,,,85.0,Male,21.0,Regular,4.8
"Tuesday, July 6, 2021",tennis chain,Chain,FJ,20.0,,100.0,,,100.0,Female,18.0,Rare,4.6
"Wednesday, July 7, 2021",add money on layaway,Chain,Silver,,,30.0,,,30.0,Male,42.0,Regular,4.3
"Wednesday, July 7, 2021",st st chain,Chain,St. Steel,,60.0,,,,60.0,Female,61.0,Regular,3.5
"Wednesday, July 7, 2021",silver chain and charm,Chain and Charm,Silver,48.0,,150.0,,,150.0,Others,38.0,Regular,4.6
"Wednesday, July 7, 2021",repiar,Custom Repairs,,,,10.0,,,10.0,Male,69.0,Regular,4.4
"Thursday, July 8, 2021",st st bracelet,Bracelet,St. Steel,10.0,,42.4,,,42.4,Male,27.0,Regular,3.8
"Thursday, July 8, 2021",10k gold chain and chain,Chain and Charm,10k Gold,144.0,,445.14,,,445.14,Male,43.0,Regular,3.8
"Thursday, July 8, 2021",silver chain and pendant,Chain and Charm,Silver,50.0,,348.75,,,348.75,Male,34.0,Occasional,3.6
"Thursday, July 8, 2021",stud,Studs,Silver,2.0,20.0,,,,20.0,Male,43.0,Occasional,4.0
"Thursday, July 8, 2021",fronts x 4,Custom Fronts,Silver,44.0,25.0,50.0,,,75.0,Male,29.0,Occasional,4.1
"Friday, July 9, 2021",silver chain and charm,Chain and Charm,Silver,44.0,,318.0,,,318.0,Female,70.0,Occasional,4.9
"Friday, July 9, 2021",silver chain,Chain,Silver,18.0,,63.0,,,63.0,Female,64.0,Regular,4.5
"Friday, July 9, 2021",silver chain and charm,Chain and Charm,Silver,55.0,,159.0,,,159.0,Female,33.0,Occasional,4.6
"Friday, July 9, 2021",silver chain and charm,Chain and Charm,Silver,76.0,,241.0,,,241.0,Male,38.0,Occasional,4.1
"Friday, July 9, 2021",cuban chain x 3,Chain,FJ,200.0,,530.0,,,530.0,Male,44.0,Regular,4.9
"Friday, July 9, 2021",tennis chain,Chain,FJ,,,30.0,,,30.0,Female,67.0,Regular,3.4
"Friday, July 9, 2021",10k gold chain and charm,Chain and Charm,10k Gold,99.0,,200.0,,,200.0,Male,39.0,Rare,3.7
"Friday, July 9, 2021",tennis chain and charm,Chain and Charm,FJ,50.0,,344.5,,,344.5,Others,63.0,Regular,4.0
"Friday, July 9, 2021",silver chain and charm,Chain and Charm,Silver,27.5,,110.0,,,110.0,Male,22.0,Regular,4.6
"Friday, July 9, 2021",ring,Ring,Silver,28.0,,128.5,,,128.5,Female,51.0,Regular,4.3
"Friday, July 9, 2021",invicta watch,Watch,Invicta,50.0,106.0,,,,106.0,Male,67.0,Occasional,5.0
"Friday, July 9, 2021",repiar,Custom Repairs,,,,47.7,,,47.7,Female,46.0,Regular,3.4
"Friday, July 9, 2021",silver chain,Chain,Silver,18.0,,179.14,,,179.14,Female,67.0,Regular,4.6
"Friday, July 9, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Male,67.0,Occasional,4.5
"Saturday, July 10, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,40.0,Regular,5.0
"Saturday, July 10, 2021",silver chain,Chain,Silver,35.0,,168.54,,,168.54,Female,63.0,Regular,3.8
"Saturday, July 10, 2021",repiar,Custom Repairs,,,40.0,,,,40.0,Female,51.0,Occasional,3.8
"Saturday, July 10, 2021",st st ring,Ring,Silver,10.0,,52.99,,,52.99,Female,21.0,Occasional,4.3
"Saturday, July 10, 2021",sil ring,Studs,Silver,10.0,,63.6,,,63.6,Male,35.0,Regular,3.8
"Saturday, July 10, 2021",10k gold charm,Chain and Charm,10k Gold,120.0,249.0,31.0,,,280.0,Female,28.0,Occasional,3.9
"Saturday, July 10, 2021",fj ring,Ring,FJ,10.0,,100.0,,,100.0,Male,27.0,Occasional,4.1
"Saturday, July 10, 2021",dia studs,Studs,Silver/Diamond,88.0,,212.0,,,212.0,Male,29.0,Occasional,4.8
"Saturday, July 10, 2021",silver hoops,Hoops,Silver,24.0,,79.5,,,79.5,Others,50.0,Occasional,4.6
"Saturday, July 10, 2021",silver chain and charm,Chain and Charm,Silver,32.0,,159.0,,,159.0,Male,55.0,Occasional,4.9
"Saturday, July 10, 2021",10knamw,Custom Name Necklace,10k Gold,125.0,,125.0,,,125.0,Others,52.0,Occasional,3.6
"Saturday, July 10, 2021",10k gold chain,Chain,10k Gold,384.0,,636.0,,,636.0,Female,46.0,Regular,4.3
"Saturday, July 10, 2021",10k gold chain,Chain,10k Gold,220.0,,450.0,,,450.0,Others,51.0,Regular,4.0
"Saturday, July 10, 2021",sil studs,Studs,Silver,7.0,40.0,74.2,,,114.2,Female,70.0,Regular,4.8
"Saturday, July 10, 2021",10k gold fronts x 4,Custom Fronts,Silver,52.0,,178.0,,,178.0,Female,26.0,Regular,4.8
"Saturday, July 10, 2021",silver chain and charm,Chain and Charm,Silver,,159.0,,,,159.0,Others,33.0,Regular,4.9
"Sunday, July 11, 2021",14k gold studs,Studs,14k Gold,13.0,64.0,,,,64.0,Female,54.0,Occasional,4.2
"Sunday, July 11, 2021",fj watch,Watch,FJ,10.0,,104.94,,,104.94,Female,28.0,Regular,4.8
"Sunday, July 11, 2021",invicta watch,Watch,Invicta,260.0,,445.2,,,445.2,Female,18.0,Regular,4.5
"Sunday, July 11, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Male,19.0,Occasional,4.6
"Sunday, July 11, 2021",14k gold chain and charm,Chain and Charm,14k Gold,173.0,422.0,,,,422.0,Male,57.0,Regular,4.3
"Sunday, July 11, 2021",10k gold and diamond earring,Studs,Gold/Diamond,360.0,848.0,,,,848.0,Female,58.0,Occasional,4.5
"Sunday, July 11, 2021",silver pendant,Charm,Silver,13.0,74.0,,,,74.0,Male,55.0,Occasional,3.4
"Sunday, July 11, 2021",silver chain and charm,Chain and Charm,Silver,27.5,,143.1,,,143.1,Male,45.0,Regular,4.3
"Monday, July 12, 2021",silver studs,Studs,Silver,10.0,,26.5,,,26.5,Female,36.0,Regular,4.6
"Monday, July 12, 2021",14k studs,Studs,Silver,12.0,116.0,,,,116.0,Others,57.0,Regular,4.4
"Monday, July 12, 2021",cuban chain,Chain,FJ,100.0,300.0,,,,300.0,Female,61.0,Occasional,4.4
"Monday, July 12, 2021",cuban bracelet,Bracelet,FJ,50.0,200.0,,,,200.0,Female,31.0,Regular,4.0
"Monday, July 12, 2021",fj watch,Watch,FJ,50.0,120.0,,,,120.0,Male,22.0,Regular,4.2
"Monday, July 12, 2021",fj charm,Charm,FJ,39.0,,120.0,,,120.0,Female,33.0,Rare,3.4
"Monday, July 12, 2021",10k gold chain,Chain,10k Gold,22.4,,83.0,,,83.0,Male,45.0,Occasional,4.8
"Monday, July 12, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,63.0,Occasional,3.5
"Monday, July 12, 2021",fronts cleaing,Custom Repairs,,,30.0,,,,30.0,Male,49.0,Regular,4.6
"Wednesday, July 14, 2021",tennis chain,Chain,FJ,17.0,,132.5,,,132.5,Male,63.0,Occasional,3.7
"Wednesday, July 14, 2021",silver chain,Chain,Silver,35.0,,159.0,,,159.0,Male,70.0,Regular,4.0
"Tuesday, July 13, 2021",10k gold chain,Chain,10k Gold,608.0,,247.8,950.0,,1197.8,Male,64.0,Regular,3.5
